timestamp,session_id,username,ip_address,geolocation,device_fingerprint,action,success
2026-07-06T21:19:42.890812,VPN-D8591481,EMP-1214,103.45.173.130,"Bangalore, IN",FP-CC30CCE023,Login,1
2026-07-07T15:56:42.890812,VPN-69B8DEF6,EMP-1812,103.45.53.164,"Moscow, RU",FP-50F15ED373,Login,1
2026-07-09T08:50:42.890812,VPN-7DF8740B,EMP-7727,103.45.75.57,"Beijing, CN",FP-812609147F,Login,1
2026-07-10T20:43:42.890812,VPN-F550EC62,EMP-8935,103.45.108.19,"Bangalore, IN",FP-89338D94A8,Login,1
2026-07-10T11:39:42.890812,VPN-67722D83,EMP-4416,103.45.234.157,"Delhi, IN",FP-3564807B88,Login,1
2026-07-10T13:54:42.890812,VPN-5E5AC1FA,EMP-9016,103.45.73.77,"Beijing, CN",FP-16EFA237D1,Failed Login Blocked,0
2026-07-06T09:10:42.890812,VPN-9B404652,EMP-5303,103.45.31.16,"Moscow, RU",FP-2B50D382A4,Login,1
2026-07-11T14:57:42.890812,VPN-7D6F2405,EMP-1390,103.45.56.137,"Bangalore, IN",FP-97179D98FA,Login,1
2026-07-05T09:56:42.890812,VPN-DF75990D,EMP-8390,103.45.220.28,"Delhi, IN",FP-24454A3C27,Login,1
2026-07-06T18:34:42.890812,VPN-3EB696D2,EMP-1463,103.45.55.154,"Moscow, RU",FP-422D0ABDF7,Login,1
2026-07-11T12:47:42.890812,VPN-8B92AC06,EMP-2388,103.45.246.116,"London, UK",FP-1AE3E20346,Login,1
2026-07-10T00:04:42.890812,VPN-12E9A7D4,EMP-4619,103.45.164.245,"London, UK",FP-519F82035C,Login,1
2026-07-08T01:45:42.890812,VPN-9C0EC94A,EMP-7493,103.45.116.172,"Mumbai, IN",FP-344438DB08,Login,1
2026-07-10T20:45:42.890812,VPN-194608D8,EMP-3333,103.45.98.99,"Beijing, CN",FP-0EE6B6571A,Login,1
2026-07-06T17:59:42.890812,VPN-3EE0CD36,EMP-2538,103.45.44.191,"London, UK",FP-EDCB920A7B,Login,1
2026-07-09T12:43:42.890812,VPN-42BDB790,EMP-5849,103.45.168.214,"Frankfurt, DE",FP-5B4DB47135,Login,1
2026-07-05T13:16:42.890812,VPN-A939E047,EMP-6344,103.45.39.194,"London, UK",FP-D74A1DE8BA,Login,1
2026-07-10T06:25:42.890812,VPN-B7ED37C6,EMP-1116,103.45.157.45,"Bangalore, IN",FP-E52CC69E48,Login,1
2026-07-06T21:12:42.890812,VPN-436D49F0,EMP-3018,103.45.141.204,"Frankfurt, DE",FP-1E0526265F,Login,1
2026-07-05T00:15:42.890812,VPN-8C48B8F4,EMP-4456,103.45.83.38,"Delhi, IN",FP-811C287E39,Login,1
2026-07-07T06:04:42.890812,VPN-DFAEEA26,EMP-6766,103.45.158.201,"London, UK",FP-13F5C8410C,Login,1
2026-07-07T14:29:42.890812,VPN-9361E6BF,EMP-6458,103.45.76.69,"Delhi, IN",FP-D32CE20998,Login,1
2026-07-09T01:02:42.890812,VPN-66783BF3,EMP-2357,103.45.98.72,"London, UK",FP-924BCAAF9E,Login,1
2026-07-05T05:01:42.890812,VPN-02DB4B61,EMP-2351,103.45.93.89,"Bangalore, IN",FP-90765F72AB,Login,1
2026-07-06T01:21:42.890812,VPN-38B0E670,EMP-6983,103.45.157.148,"Moscow, RU",FP-266A3375E5,Login,1
2026-07-11T04:33:42.890812,VPN-26CA8A4F,EMP-8896,103.45.31.131,"London, UK",FP-66ECBFBF05,Login,1
2026-07-09T17:39:42.890812,VPN-7499A9DF,EMP-4633,103.45.135.117,"Mumbai, IN",FP-02CE795355,Login,1
2026-07-05T01:05:42.890812,VPN-40528860,EMP-1608,103.45.108.112,"Frankfurt, DE",FP-E21CAB34E6,Login,1
2026-07-06T23:33:42.890812,VPN-C98FD16E,EMP-1521,103.45.232.213,"Moscow, RU",FP-307A3846D7,Login,1
2026-07-08T12:47:42.890812,VPN-D52EA1A6,EMP-8519,103.45.228.173,"Frankfurt, DE",FP-F5B6E2FC60,Login,1
2026-07-05T12:03:42.890812,VPN-8E857F52,EMP-8694,103.45.121.20,"Frankfurt, DE",FP-008E7FD52C,Login,1
2026-07-10T11:15:42.890812,VPN-7DB24F04,EMP-3711,103.45.236.75,"Moscow, RU",FP-D7C4385277,Failed Login Blocked,0
2026-07-09T08:44:42.890812,VPN-22E55DBB,EMP-3677,103.45.71.160,"Bangalore, IN",FP-C63D272FEE,Login,1
2026-07-04T23:30:42.890812,VPN-4D46D137,EMP-9021,103.45.111.157,"London, UK",FP-860FA70DCC,Login,1
2026-07-05T06:41:42.890812,VPN-A8957DAE,EMP-1074,103.45.171.152,"Frankfurt, DE",FP-D80B9454E8,Login,1
2026-07-11T12:01:42.890812,VPN-8E0A055C,EMP-1587,103.45.187.189,"Mumbai, IN",FP-0F88EE1B65,Login,1
2026-07-08T06:52:42.890812,VPN-DC1E2AA0,EMP-3613,103.45.50.46,"Bangalore, IN",FP-DD42C1FEFC,Login,1
2026-07-06T07:51:42.890812,VPN-A22B2542,EMP-7884,103.45.20.109,"Frankfurt, DE",FP-EF7562BF3E,Login,1
2026-07-11T08:29:42.890812,VPN-7FF2DA96,EMP-7034,103.45.37.108,"Beijing, CN",FP-87F8280417,Failed Login Blocked,0
2026-07-11T20:04:42.890812,VPN-01D3E9E8,EMP-8647,103.45.22.14,"Bangalore, IN",FP-F9F053B4A0,Login,1
2026-07-09T20:46:42.890812,VPN-43649FE8,EMP-4623,103.45.200.110,"Delhi, IN",FP-4A8F534E1E,Login,1
2026-07-10T06:40:42.890812,VPN-24CFCD9A,EMP-8244,103.45.88.110,"London, UK",FP-EEF59F67C6,Login,1
2026-07-05T00:10:42.890812,VPN-D9F7BBB7,EMP-4646,103.45.54.250,"Delhi, IN",FP-2F0CE60E71,Login,1
2026-07-10T01:35:42.890812,VPN-A17EB0BF,EMP-1201,103.45.45.50,"Mumbai, IN",FP-1FD3800F42,Login,1
2026-07-11T09:12:42.890812,VPN-510AE425,EMP-4638,103.45.174.195,"London, UK",FP-AEE673198A,Login,1
2026-07-08T17:02:42.890812,VPN-EB2CF508,EMP-4875,103.45.238.150,"Delhi, IN",FP-C4073D6DEA,Login,1
2026-07-07T07:46:42.890812,VPN-FF1AAE55,EMP-7445,103.45.181.78,"Frankfurt, DE",FP-7EC7D8505A,Login,1
2026-07-06T13:31:42.890812,VPN-A1E37DFE,EMP-8102,103.45.141.31,"Moscow, RU",FP-A8A1BB68FB,Login,1
2026-07-08T12:33:42.890812,VPN-9B81D0EA,EMP-8530,103.45.230.171,"Mumbai, IN",FP-38BFFFBCD9,Login,1
2026-07-08T21:09:42.890812,VPN-D52CA11C,EMP-7154,103.45.111.210,"Moscow, RU",FP-746949E5BD,Login,1
2026-07-10T06:20:42.890812,VPN-7A72C307,EMP-1050,103.45.124.49,"Frankfurt, DE",FP-7302CEA173,Login,1
2026-07-06T16:27:42.890812,VPN-487075B0,EMP-3546,103.45.128.134,"Moscow, RU",FP-CAD43F683A,Failed Login Blocked,0
2026-07-05T12:19:42.890812,VPN-51087ACD,EMP-6427,103.45.166.143,"Delhi, IN",FP-B439A63D3E,Login,1
2026-07-10T12:11:42.890812,VPN-29F44576,EMP-5250,103.45.66.82,"Frankfurt, DE",FP-48B941016F,Login,1
2026-07-07T19:27:42.890812,VPN-2125903C,EMP-6777,103.45.47.246,"Moscow, RU",FP-6E57B97A13,Failed Login Blocked,0
2026-07-11T11:14:42.890812,VPN-6AD33207,EMP-1756,103.45.199.115,"Mumbai, IN",FP-26437A8878,Login,1
2026-07-10T06:55:42.890812,VPN-9F6463FD,EMP-5947,103.45.137.188,"Moscow, RU",FP-7B0E618FEC,Login,1
2026-07-06T01:38:42.890812,VPN-7038FEEE,EMP-9563,103.45.153.207,"Mumbai, IN",FP-7CFDFD91EC,Login,1
2026-07-06T10:03:42.890812,VPN-D58182C7,EMP-2833,103.45.221.95,"Beijing, CN",FP-48EB211B85,Failed Login Blocked,0
2026-07-11T05:45:42.890812,VPN-7261ADC3,EMP-6705,103.45.101.220,"Mumbai, IN",FP-8C4DDC954E,Login,1
2026-07-11T06:19:42.890812,VPN-867818ED,EMP-1485,103.45.26.39,"Beijing, CN",FP-715F0CA4F8,Failed Login Blocked,0
2026-07-08T06:55:42.890812,VPN-78FAA887,EMP-9728,103.45.204.50,"London, UK",FP-8AD420574E,Login,1
2026-07-08T12:47:42.890812,VPN-EF3394F1,EMP-9781,103.45.243.46,"Bangalore, IN",FP-96EB19AE52,Login,1
2026-07-07T23:43:42.890812,VPN-620881A4,EMP-5643,103.45.240.85,"Bangalore, IN",FP-6D4A47E9C5,Login,1
2026-07-07T13:30:42.890812,VPN-F1D3DFC2,EMP-5783,103.45.82.3,"Moscow, RU",FP-D3C9320DE5,Login,1
2026-07-08T22:19:42.890812,VPN-AAE2B250,EMP-3248,103.45.96.189,"Frankfurt, DE",FP-AF17B9661D,Login,1
2026-07-07T04:34:42.890812,VPN-99D994F9,EMP-6972,103.45.126.165,"Moscow, RU",FP-1F9A1A5008,Login,1
2026-07-05T03:24:42.890812,VPN-0F9D6857,EMP-3064,103.45.76.147,"Bangalore, IN",FP-D2E81B5223,Login,1
2026-07-10T02:27:42.890812,VPN-DEF72ADC,EMP-4945,103.45.150.122,"Beijing, CN",FP-F7452EB89D,Login,1
2026-07-08T13:59:42.890812,VPN-125ADA62,EMP-4002,103.45.20.140,"Bangalore, IN",FP-9D6D239212,Login,1
2026-07-10T21:22:42.890812,VPN-D805AEB4,EMP-7984,103.45.73.142,"Moscow, RU",FP-EA65783D53,Login,1
2026-07-05T21:25:42.890812,VPN-A3A46755,EMP-7546,103.45.130.249,"London, UK",FP-DD58F944BA,Login,1
2026-07-09T18:48:42.890812,VPN-B3B4D0E9,EMP-3856,103.45.183.194,"London, UK",FP-08AD5420CE,Login,1
2026-07-06T00:34:42.890812,VPN-ECE4188A,EMP-6875,103.45.23.152,"Moscow, RU",FP-CFE61696FE,Login,1
2026-07-11T06:42:42.890812,VPN-0E4DB6A1,EMP-4912,103.45.223.209,"Delhi, IN",FP-D17A0DBA44,Login,1
2026-07-10T02:08:42.890812,VPN-B871F016,EMP-9989,103.45.34.183,"Bangalore, IN",FP-C1641E7483,Login,1
2026-07-08T23:59:42.890812,VPN-2586C8C5,EMP-2265,103.45.214.72,"Mumbai, IN",FP-BC32BC78E5,Login,1
2026-07-08T14:55:42.890812,VPN-BA30AA9A,EMP-8463,103.45.134.42,"Frankfurt, DE",FP-615313C312,Login,1
2026-07-08T15:23:42.890812,VPN-DF9F772F,EMP-1482,103.45.189.236,"Moscow, RU",FP-7672B73C46,Login,1
2026-07-11T17:08:42.890812,VPN-BB9A104B,EMP-2792,103.45.65.216,"Beijing, CN",FP-9E9586808C,Login,1
2026-07-08T00:52:42.890812,VPN-AB879E9C,EMP-8763,103.45.202.41,"Bangalore, IN",FP-15A0CCED0B,Login,1
2026-07-11T02:13:42.890812,VPN-7C70DC2A,EMP-5903,103.45.153.137,"Delhi, IN",FP-9DC57DB6FA,Login,1
2026-07-09T22:18:42.890812,VPN-419DC2E9,EMP-5347,103.45.208.191,"London, UK",FP-7FF9A7B224,Login,1
2026-07-09T11:43:42.890812,VPN-40A21467,EMP-4435,103.45.85.185,"Beijing, CN",FP-E870AD1888,Failed Login Blocked,0
2026-07-10T03:42:42.890812,VPN-9724CC43,EMP-3875,103.45.144.38,"London, UK",FP-FEF74F5304,Login,1
2026-07-06T10:13:42.890812,VPN-F3628DD4,EMP-6054,103.45.162.144,"Frankfurt, DE",FP-ADB72F72AC,Login,1
2026-07-11T08:47:42.890812,VPN-0B8ABACC,EMP-9593,103.45.50.253,"Mumbai, IN",FP-73B8C6DC83,Login,1
2026-07-11T16:26:42.890812,VPN-DB9A109E,EMP-6674,103.45.32.5,"Beijing, CN",FP-7F3B7BBA7F,Login,1
2026-07-05T18:55:42.890812,VPN-09094F2C,EMP-4528,103.45.184.83,"Frankfurt, DE",FP-8D70306036,Login,1
2026-07-07T11:47:42.890812,VPN-A23CF242,EMP-5533,103.45.45.134,"Frankfurt, DE",FP-9AA59E08A2,Login,1
2026-07-06T18:04:42.890812,VPN-08E97882,EMP-4092,103.45.134.47,"Bangalore, IN",FP-4BA46BF73A,Login,1
2026-07-07T18:18:42.890812,VPN-819A99FD,EMP-7032,103.45.116.33,"Moscow, RU",FP-F1F014FBB3,Login,1
2026-07-09T07:54:42.890812,VPN-4016EF4E,EMP-1890,103.45.11.113,"Delhi, IN",FP-B0CA99F880,Login,1
2026-07-05T20:55:42.890812,VPN-7B2A217F,EMP-8043,103.45.105.249,"Beijing, CN",FP-A42B4A6246,Login,1
