timestamp,event_id,source_ip,dest_ip,process_name,event_type,action,device_id,username,mitre_technique,alert_level
2026-07-10T18:07:42.881813,EV-F85945F1,10.240.113.216,192.168.102.139,chrome.exe,Process Creation,Allowed,DEV-21F9E9,EMP-9475,None,Informational
2026-07-10T12:11:42.881813,EV-52973940,10.240.150.99,192.168.178.204,svchost.exe,Privilege Escalation,Allowed,DEV-963D39,EMP-4787,None,Informational
2026-07-05T17:01:42.881813,EV-B0680BCE,10.240.110.110,192.168.166.156,sqlservr.exe,File Write,Allowed,DEV-67FB0E,EMP-7120,None,Informational
2026-07-11T03:06:42.881813,EV-58CE43CE,10.240.40.130,192.168.49.179,chrome.exe,File Read,Allowed,DEV-D01121,EMP-3706,None,Informational
2026-07-11T17:20:42.881813,EV-D2ADC36D,10.240.232.119,192.168.214.130,lsass.exe,File Read,Allowed,DEV-30F6BA,EMP-7034,None,Informational
2026-07-07T21:55:42.881813,EV-6E9D5BFB,10.240.15.210,192.168.110.121,lsass.exe,File Read,Allowed,DEV-DAE3FE,EMP-8601,None,Informational
2026-07-09T12:48:42.881813,EV-81C15764,10.240.107.4,192.168.11.208,svchost.exe,Registry Modify,Allowed,DEV-C488C5,EMP-8555,None,Informational
2026-07-10T00:33:42.881813,EV-292DF151,10.240.132.225,192.168.24.121,wsmprovhost.exe,Process Creation,Detected,DEV-F8A2F2,EMP-4502,T1021.006 (Remote Services: Windows Remote Management),Medium
2026-07-09T15:21:42.881813,EV-2159A10F,10.240.69.158,192.168.246.248,powershell.exe,File Read,Allowed,DEV-6D3D33,EMP-9734,None,Informational
2026-07-06T10:34:42.881813,EV-157DEC55,10.240.11.143,192.168.242.237,wsmprovhost.exe,Registry Modify,Allowed,DEV-547919,EMP-4363,None,Informational
2026-07-10T15:51:42.881813,EV-B52D85D3,10.240.117.176,192.168.111.208,powershell.exe,Privilege Escalation,Allowed,DEV-1BAF28,EMP-4040,None,Informational
2026-07-06T21:06:42.881813,EV-0189C046,10.240.31.245,192.168.238.249,svchost.exe,File Write,Allowed,DEV-EDBC6F,EMP-1074,None,Informational
2026-07-11T03:22:42.881813,EV-38A38B73,10.240.76.197,192.168.131.102,chrome.exe,Privilege Escalation,Allowed,DEV-7BD8AD,EMP-4952,None,Informational
2026-07-09T16:44:42.881813,EV-A32E243B,10.240.185.145,192.168.39.240,sqlservr.exe,File Read,Allowed,DEV-58B810,EMP-1736,None,Informational
2026-07-11T20:04:42.881813,EV-03CC0256,10.240.200.158,192.168.5.74,sqlservr.exe,File Write,Allowed,DEV-3DF685,EMP-5921,None,Informational
2026-07-09T10:07:42.881813,EV-050F3B1F,10.240.163.31,192.168.223.13,wsmprovhost.exe,File Read,Allowed,DEV-5670AD,EMP-1214,None,Informational
2026-07-06T05:55:42.881813,EV-4231AB67,10.240.38.207,192.168.164.217,sqlservr.exe,File Write,Allowed,DEV-40E70C,EMP-2542,None,Informational
2026-07-06T01:58:42.881813,EV-1AF9D13D,10.240.56.88,192.168.220.3,svchost.exe,File Read,Allowed,DEV-3C7CE8,EMP-1503,None,Informational
2026-07-11T18:56:42.881813,EV-90333E8F,10.240.88.246,192.168.199.10,cmd.exe,Process Creation,Allowed,DEV-26E294,EMP-7463,None,Informational
2026-07-10T21:03:42.881813,EV-3806E0D0,10.240.34.210,192.168.135.186,chrome.exe,Privilege Escalation,Allowed,DEV-56B5A3,EMP-8262,None,Informational
2026-07-10T05:07:42.881813,EV-B4121FA5,10.240.121.101,192.168.119.102,lsass.exe,Process Creation,Blocked,DEV-53BEF2,EMP-7999,T1003 (Credential Dumping),Critical
2026-07-08T08:12:42.881813,EV-7A69E756,10.240.104.195,192.168.93.192,svchost.exe,File Read,Allowed,DEV-1B407D,EMP-2204,None,Informational
2026-07-05T15:30:42.881813,EV-91727C22,10.240.96.99,192.168.127.169,svchost.exe,File Read,Allowed,DEV-33ECBE,EMP-3187,None,Informational
2026-07-08T13:55:42.881813,EV-B0105DC1,10.240.41.198,192.168.102.159,sqlservr.exe,Privilege Escalation,Allowed,DEV-D48FAC,EMP-5035,None,Informational
2026-07-04T23:00:42.881813,EV-5A119564,10.240.101.189,192.168.130.242,powershell.exe,Process Creation,Allowed,DEV-DA8F90,EMP-7206,None,Informational
2026-07-05T12:44:42.881813,EV-61327BD2,10.240.109.87,192.168.27.162,svchost.exe,Registry Modify,Allowed,DEV-4DCE9C,EMP-5558,None,Informational
2026-07-11T08:52:42.881813,EV-A38EE3BB,10.240.113.85,192.168.106.244,cmd.exe,File Write,Allowed,DEV-135501,EMP-9086,None,Informational
2026-07-06T20:45:42.881813,EV-C720FE73,10.240.121.239,192.168.193.5,powershell.exe,Process Creation,Allowed,DEV-F14054,EMP-3048,None,Informational
2026-07-10T17:25:42.881813,EV-08C75169,10.240.136.162,192.168.148.6,wsmprovhost.exe,File Read,Allowed,DEV-4CDFEF,EMP-7084,None,Informational
2026-07-07T22:39:42.881813,EV-4BD5E632,10.240.107.187,192.168.14.186,chrome.exe,File Read,Allowed,DEV-9D13CC,EMP-7288,None,Informational
2026-07-11T04:39:42.881813,EV-6F979B60,10.240.205.17,192.168.65.138,lsass.exe,File Write,Allowed,DEV-911F33,EMP-3392,None,Informational
2026-07-10T16:40:42.881813,EV-800ECCC8,10.240.11.192,192.168.67.50,sqlservr.exe,File Read,Allowed,DEV-EA314C,EMP-5419,None,Informational
2026-07-05T09:13:42.881813,EV-58307519,10.240.161.76,192.168.79.63,svchost.exe,File Write,Allowed,DEV-721F51,EMP-7482,None,Informational
2026-07-05T04:51:42.881813,EV-B1AEE576,10.240.20.214,192.168.102.84,lsass.exe,File Read,Allowed,DEV-514F6A,EMP-4260,None,Informational
2026-07-06T11:39:42.881813,EV-961C4FE1,10.240.44.148,192.168.228.88,wsmprovhost.exe,Privilege Escalation,Allowed,DEV-5BCA94,EMP-2878,None,Informational
2026-07-07T14:53:42.881813,EV-130F1C9A,10.240.35.161,192.168.230.185,cmd.exe,Privilege Escalation,Allowed,DEV-80B1C0,EMP-2911,None,Informational
2026-07-05T16:44:42.881813,EV-79C4C54E,10.240.213.216,192.168.167.72,sqlservr.exe,Privilege Escalation,Allowed,DEV-A3F221,EMP-3510,None,Informational
2026-07-06T01:43:42.881813,EV-3623B418,10.240.237.131,192.168.81.67,svchost.exe,Process Creation,Allowed,DEV-B23674,EMP-1006,None,Informational
2026-07-08T09:39:42.881813,EV-761F2C24,10.240.207.12,192.168.177.48,sqlservr.exe,File Read,Allowed,DEV-CDAF93,EMP-4585,None,Informational
2026-07-09T17:56:42.881813,EV-AF187B21,10.240.195.194,192.168.210.74,chrome.exe,Privilege Escalation,Allowed,DEV-DD7CCB,EMP-9600,None,Informational
2026-07-07T14:58:42.881813,EV-290D264B,10.240.31.124,192.168.161.83,lsass.exe,Privilege Escalation,Allowed,DEV-12B885,EMP-5494,None,Informational
2026-07-11T16:53:42.881813,EV-281C8B20,10.240.209.231,192.168.172.12,sqlservr.exe,File Read,Allowed,DEV-1D2BD2,EMP-3099,None,Informational
2026-07-11T09:21:42.881813,EV-D9648F67,10.240.46.38,192.168.122.178,lsass.exe,File Write,Allowed,DEV-FD4648,EMP-1571,None,Informational
2026-07-07T17:19:42.881813,EV-3CCE80D1,10.240.73.246,192.168.7.38,sqlservr.exe,File Read,Detected,DEV-BD8E44,EMP-6703,T1048 (Exfiltration Over Alternative Protocol),Medium
2026-07-06T05:26:42.881813,EV-8BB2CA35,10.240.218.154,192.168.152.144,chrome.exe,File Read,Allowed,DEV-7C1F9F,EMP-7141,None,Informational
2026-07-09T03:16:42.881813,EV-B42C8766,10.240.253.180,192.168.176.35,powershell.exe,Registry Modify,Allowed,DEV-FEBCD8,EMP-4807,None,Informational
2026-07-10T18:39:42.881813,EV-096FDA25,10.240.165.98,192.168.251.184,cmd.exe,Privilege Escalation,Allowed,DEV-8617AC,EMP-3719,None,Informational
2026-07-05T18:58:42.881813,EV-6F534299,10.240.107.121,192.168.48.48,wsmprovhost.exe,Network Connection,Allowed,DEV-37F6AE,EMP-3524,None,Informational
2026-07-07T06:02:42.881813,EV-89F31853,10.240.57.106,192.168.123.93,svchost.exe,File Write,Allowed,DEV-F0D25C,EMP-7221,None,Informational
2026-07-07T00:44:42.881813,EV-012223BF,10.240.123.95,192.168.94.222,chrome.exe,Privilege Escalation,Allowed,DEV-70B414,EMP-4548,None,Informational
2026-07-07T20:25:42.881813,EV-0DDEEAB9,10.240.83.21,192.168.162.87,lsass.exe,Privilege Escalation,Allowed,DEV-A83ABC,EMP-6457,None,Informational
2026-07-06T12:07:42.881813,EV-4ED7C45F,10.240.139.196,192.168.120.147,chrome.exe,Registry Modify,Allowed,DEV-9CCD46,EMP-8616,None,Informational
2026-07-10T03:31:42.881813,EV-F7FA9E26,10.240.79.38,192.168.161.66,sqlservr.exe,File Read,Allowed,DEV-44ED5E,EMP-7071,None,Informational
2026-07-07T00:05:42.881813,EV-91B057E3,10.240.240.216,192.168.72.202,svchost.exe,Privilege Escalation,Allowed,DEV-FA5F0C,EMP-4779,None,Informational
2026-07-09T17:59:42.881813,EV-6D102765,10.240.24.236,192.168.117.224,lsass.exe,Process Creation,Allowed,DEV-FF23A8,EMP-3749,None,Informational
2026-07-11T12:39:42.881813,EV-3374866C,10.240.210.88,192.168.12.173,svchost.exe,File Write,Allowed,DEV-2466F9,EMP-2776,None,Informational
2026-07-07T06:04:42.881813,EV-8F6128AB,10.240.185.211,192.168.246.193,powershell.exe,File Write,Allowed,DEV-34D419,EMP-9312,None,Informational
2026-07-11T08:41:42.881813,EV-F6C1E9E6,10.240.148.205,192.168.36.116,lsass.exe,Privilege Escalation,Allowed,DEV-EB7C0E,EMP-7908,None,Informational
2026-07-04T23:59:42.881813,EV-9CFE6079,10.240.216.18,192.168.124.237,cmd.exe,Registry Modify,Allowed,DEV-BED2CB,EMP-4939,None,Informational
2026-07-11T15:38:42.881813,EV-9A8FFBC2,10.240.149.64,192.168.252.250,sqlservr.exe,Process Creation,Allowed,DEV-4E962A,EMP-2216,None,Informational
2026-07-06T13:12:42.881813,EV-1E0AB334,10.240.188.159,192.168.170.172,chrome.exe,Process Creation,Allowed,DEV-BCEBE4,EMP-7771,None,Informational
2026-07-05T01:49:42.881813,EV-28FC8135,10.240.104.44,192.168.15.74,chrome.exe,Privilege Escalation,Allowed,DEV-93B267,EMP-4262,None,Informational
2026-07-08T08:58:42.881813,EV-FAB92280,10.240.43.174,192.168.137.253,sqlservr.exe,Process Creation,Allowed,DEV-15B463,EMP-9247,None,Informational
2026-07-07T13:08:42.881813,EV-4FDF42D6,10.240.22.230,192.168.246.107,sqlservr.exe,Privilege Escalation,Allowed,DEV-C61708,EMP-1417,None,Informational
2026-07-11T21:29:42.881813,EV-51A1D43C,10.240.135.4,192.168.201.34,cmd.exe,Network Connection,Allowed,DEV-DF63C1,EMP-4080,None,Informational
2026-07-11T13:51:42.881813,EV-21AB7F85,10.240.189.99,192.168.232.36,sqlservr.exe,Process Creation,Allowed,DEV-5014CD,EMP-7314,None,Informational
2026-07-09T18:57:42.881813,EV-E534A61A,10.240.202.242,192.168.157.199,sqlservr.exe,Registry Modify,Allowed,DEV-6CE8E9,EMP-9229,None,Informational
2026-07-11T08:02:42.881813,EV-D8C2249E,10.240.28.143,192.168.40.99,chrome.exe,File Read,Allowed,DEV-773977,EMP-8935,None,Informational
2026-07-09T10:37:42.881813,EV-4CB704B5,10.240.201.73,192.168.197.214,lsass.exe,Process Creation,Allowed,DEV-A0F309,EMP-6948,None,Informational
2026-07-11T14:21:42.881813,EV-104C07DA,10.240.16.82,192.168.52.27,cmd.exe,File Read,Allowed,DEV-FC22B5,EMP-2440,None,Informational
2026-07-08T00:08:42.881813,EV-9E98B13D,10.240.193.237,192.168.241.131,lsass.exe,Privilege Escalation,Allowed,DEV-5C73E4,EMP-9776,None,Informational
2026-07-07T09:40:42.881813,EV-F1D07F3A,10.240.141.206,192.168.209.60,powershell.exe,Privilege Escalation,Detected,DEV-DFFD10,EMP-4247,T1059.001 (Command and Scripting Interpreter: PowerShell),High
2026-07-07T06:42:42.881813,EV-466E4C03,10.240.125.7,192.168.169.16,lsass.exe,Process Creation,Detected,DEV-EAFE76,EMP-2349,T1003 (Credential Dumping),High
2026-07-08T02:44:42.881813,EV-38F50A4F,10.240.239.168,192.168.249.235,powershell.exe,File Read,Allowed,DEV-52CB7C,EMP-5349,None,Informational
2026-07-08T02:08:42.881813,EV-A9785FCE,10.240.249.64,192.168.243.86,chrome.exe,Privilege Escalation,Allowed,DEV-43DEFF,EMP-5166,None,Informational
2026-07-10T14:00:42.881813,EV-C3106382,10.240.77.164,192.168.57.187,chrome.exe,File Read,Allowed,DEV-AB6A55,EMP-8106,None,Informational
2026-07-05T21:42:42.881813,EV-E7414309,10.240.101.1,192.168.117.193,cmd.exe,File Read,Allowed,DEV-5E7F76,EMP-5819,None,Informational
2026-07-06T15:16:42.881813,EV-E72277C2,10.240.4.61,192.168.186.75,cmd.exe,Privilege Escalation,Allowed,DEV-56E88E,EMP-7312,None,Informational
2026-07-05T03:30:42.881813,EV-DF1ACD43,10.240.209.99,192.168.214.253,svchost.exe,Network Connection,Allowed,DEV-4F1783,EMP-4763,None,Informational
2026-07-09T14:00:42.881813,EV-81BAEF59,10.240.237.34,192.168.150.200,chrome.exe,Process Creation,Allowed,DEV-141B91,EMP-3473,None,Informational
2026-07-08T23:32:42.881813,EV-F0D8D398,10.240.85.199,192.168.88.176,chrome.exe,Process Creation,Allowed,DEV-E9081D,EMP-4717,None,Informational
2026-07-11T02:18:42.881813,EV-3F3B9538,10.240.213.42,192.168.189.35,lsass.exe,File Read,Allowed,DEV-92FFA8,EMP-3744,None,Informational
2026-07-06T16:34:42.881813,EV-A25DB327,10.240.125.23,192.168.164.175,powershell.exe,Privilege Escalation,Allowed,DEV-C83489,EMP-7175,None,Informational
2026-07-07T20:50:42.881813,EV-5108DABA,10.240.117.12,192.168.219.147,chrome.exe,Privilege Escalation,Allowed,DEV-8DB01C,EMP-5792,None,Informational
2026-07-08T11:33:42.881813,EV-91322300,10.240.40.194,192.168.186.124,lsass.exe,Privilege Escalation,Allowed,DEV-9B8407,EMP-1812,None,Informational
2026-07-11T04:40:42.881813,EV-1965B7A1,10.240.104.68,192.168.94.2,sqlservr.exe,Registry Modify,Allowed,DEV-859228,EMP-7200,None,Informational
2026-07-04T23:05:42.881813,EV-9C33CCFC,10.240.110.155,192.168.36.112,powershell.exe,Registry Modify,Allowed,DEV-264776,EMP-6140,None,Informational
2026-07-08T17:32:42.881813,EV-D71161A3,10.240.122.9,192.168.222.114,cmd.exe,Process Creation,Allowed,DEV-C6263C,EMP-6369,None,Informational
2026-07-06T18:44:42.881813,EV-6FFA7E3D,10.240.72.116,192.168.22.247,lsass.exe,Network Connection,Allowed,DEV-B5D585,EMP-4868,None,Informational
2026-07-11T03:49:42.881813,EV-3E8E618A,10.240.246.51,192.168.138.220,lsass.exe,File Write,Blocked,DEV-C53289,EMP-1677,T1003 (Credential Dumping),Critical
2026-07-08T13:44:42.881813,EV-1D711AFB,10.240.144.242,192.168.240.32,cmd.exe,Process Creation,Allowed,DEV-6227D8,EMP-3952,None,Informational
2026-07-06T22:57:42.881813,EV-C022599C,10.240.119.245,192.168.184.53,cmd.exe,File Read,Allowed,DEV-9416F5,EMP-6674,None,Informational
2026-07-11T11:05:42.881813,EV-55FAEC85,10.240.188.17,192.168.190.245,lsass.exe,Process Creation,Allowed,DEV-108CD2,EMP-8584,None,Informational
2026-07-10T18:51:42.881813,EV-72866207,10.240.185.150,192.168.245.22,wsmprovhost.exe,Registry Modify,Detected,DEV-AA8286,EMP-1638,T1021.006 (Remote Services: Windows Remote Management),Medium
2026-07-10T10:55:42.881813,EV-B1CB0781,10.240.55.140,192.168.213.179,sqlservr.exe,File Read,Allowed,DEV-A62BA9,EMP-6586,None,Informational
2026-07-07T00:43:42.881813,EV-57B1F558,10.240.152.142,192.168.12.61,cmd.exe,File Write,Allowed,DEV-35018A,EMP-3387,None,Informational
2026-07-09T07:42:42.881813,EV-B2E3C29D,10.240.172.14,192.168.215.230,svchost.exe,Registry Modify,Allowed,DEV-134947,EMP-8166,None,Informational
2026-07-11T17:33:42.881813,EV-B30AE013,10.240.208.141,192.168.184.252,wsmprovhost.exe,Privilege Escalation,Allowed,DEV-FD98D5,EMP-9292,None,Informational
2026-07-10T20:08:42.881813,EV-98D833C4,10.240.143.86,192.168.158.109,chrome.exe,File Read,Allowed,DEV-348C49,EMP-2124,None,Informational
2026-07-06T19:02:42.881813,EV-B6A26454,10.240.150.143,192.168.249.155,lsass.exe,Privilege Escalation,Detected,DEV-A0DB08,EMP-7432,T1003 (Credential Dumping),Medium
2026-07-07T13:05:42.881813,EV-E49AB6F6,10.240.78.61,192.168.131.89,lsass.exe,File Read,Blocked,DEV-657B08,EMP-6805,T1003 (Credential Dumping),Critical
2026-07-07T19:06:42.881813,EV-E0B33896,10.240.69.214,192.168.212.228,svchost.exe,Privilege Escalation,Allowed,DEV-B6B4D1,EMP-5033,None,Informational
2026-07-10T20:30:42.881813,EV-DA7E7559,10.240.184.44,192.168.104.252,powershell.exe,Registry Modify,Allowed,DEV-E253AA,EMP-4155,None,Informational
2026-07-11T08:07:42.881813,EV-4198A25E,10.240.28.79,192.168.124.59,lsass.exe,Privilege Escalation,Allowed,DEV-757FD7,EMP-3390,None,Informational
2026-07-09T01:01:42.881813,EV-6994B076,10.240.115.54,192.168.251.137,powershell.exe,Privilege Escalation,Allowed,DEV-397733,EMP-5345,None,Informational
2026-07-07T22:38:42.881813,EV-CE50A50F,10.240.186.76,192.168.220.251,chrome.exe,Network Connection,Allowed,DEV-3F6BC1,EMP-2944,None,Informational
2026-07-08T07:29:42.881813,EV-CF44A278,10.240.222.129,192.168.154.128,powershell.exe,File Read,Allowed,DEV-5097AF,EMP-2107,None,Informational
2026-07-07T08:13:42.881813,EV-C763DBD7,10.240.136.45,192.168.170.155,svchost.exe,Network Connection,Allowed,DEV-2727AC,EMP-2262,None,Informational
2026-07-11T16:56:42.881813,EV-54819DAC,10.240.36.201,192.168.53.128,powershell.exe,File Write,Blocked,DEV-4B3040,EMP-5383,T1059.001 (Command and Scripting Interpreter: PowerShell),Critical
2026-07-07T14:46:42.881813,EV-498AF238,10.240.58.155,192.168.186.36,chrome.exe,File Read,Allowed,DEV-A298EC,EMP-6133,None,Informational
2026-07-07T19:21:42.881813,EV-80DA5B6A,10.240.204.249,192.168.227.32,wsmprovhost.exe,Network Connection,Allowed,DEV-AE973A,EMP-3299,None,Informational
2026-07-05T05:51:42.881813,EV-779C5BC6,10.240.142.97,192.168.230.216,svchost.exe,Registry Modify,Allowed,DEV-9E3937,EMP-2769,None,Informational
2026-07-05T16:54:42.881813,EV-A3DEE249,10.240.244.241,192.168.108.47,sqlservr.exe,File Write,Allowed,DEV-3FFA2E,EMP-1052,None,Informational
2026-07-07T04:46:42.881813,EV-1665A8E4,10.240.168.55,192.168.24.103,cmd.exe,File Read,Allowed,DEV-E6DE42,EMP-4564,None,Informational
2026-07-11T15:36:42.881813,EV-97B1F5AC,10.240.47.17,192.168.56.18,cmd.exe,File Write,Allowed,DEV-E5B601,EMP-4860,None,Informational
2026-07-06T21:13:42.881813,EV-944035A5,10.240.228.217,192.168.135.77,lsass.exe,Process Creation,Allowed,DEV-BDAD8C,EMP-5913,None,Informational
2026-07-10T15:16:42.881813,EV-6043E386,10.240.129.104,192.168.209.163,lsass.exe,File Write,Allowed,DEV-10DE3A,EMP-9480,None,Informational
2026-07-09T08:41:42.881813,EV-BA8ADC42,10.240.79.64,192.168.116.140,lsass.exe,File Read,Allowed,DEV-8E0961,EMP-5539,None,Informational
2026-07-05T19:12:42.881813,EV-280DE9BF,10.240.49.77,192.168.29.140,svchost.exe,Process Creation,Allowed,DEV-02EC93,EMP-6059,None,Informational
2026-07-06T01:30:42.881813,EV-DD2A07A7,10.240.83.170,192.168.107.147,lsass.exe,Registry Modify,Blocked,DEV-2D0771,EMP-4034,T1003 (Credential Dumping),Critical
2026-07-08T20:26:42.881813,EV-76CE93C2,10.240.136.30,192.168.125.41,chrome.exe,Process Creation,Allowed,DEV-FB70FB,EMP-1175,None,Informational
2026-07-10T16:51:42.881813,EV-CF3E311D,10.240.96.61,192.168.179.184,powershell.exe,Registry Modify,Allowed,DEV-AF0085,EMP-1531,None,Informational
2026-07-11T16:38:42.881813,EV-167E437C,10.240.144.135,192.168.178.153,svchost.exe,Privilege Escalation,Allowed,DEV-524898,EMP-6791,None,Informational
2026-07-11T17:31:42.881813,EV-FBE857C4,10.240.207.156,192.168.232.155,chrome.exe,Process Creation,Allowed,DEV-646BB0,EMP-5118,None,Informational
2026-07-05T21:15:42.881813,EV-63FB4312,10.240.72.165,192.168.173.221,sqlservr.exe,Process Creation,Allowed,DEV-2DC68F,EMP-5120,None,Informational
2026-07-06T12:48:42.881813,EV-7075C6B3,10.240.43.137,192.168.248.235,lsass.exe,Registry Modify,Allowed,DEV-E1631B,EMP-5727,None,Informational
2026-07-10T01:20:42.881813,EV-6A5DBCE2,10.240.80.32,192.168.223.183,cmd.exe,Process Creation,Allowed,DEV-79BD8D,EMP-5691,None,Informational
2026-07-11T10:25:42.881813,EV-CF441E7D,10.240.131.186,192.168.58.111,wsmprovhost.exe,Network Connection,Allowed,DEV-1093C1,EMP-6709,None,Informational
2026-07-09T10:57:42.881813,EV-DB5DA626,10.240.48.226,192.168.58.195,lsass.exe,File Read,Allowed,DEV-139A88,EMP-2844,None,Informational
2026-07-07T15:26:42.881813,EV-4C029511,10.240.158.97,192.168.211.57,powershell.exe,File Read,Allowed,DEV-15AD87,EMP-8071,None,Informational
2026-07-05T05:43:42.881813,EV-AE31554A,10.240.182.182,192.168.172.168,wsmprovhost.exe,Network Connection,Allowed,DEV-16CD7B,EMP-9353,None,Informational
2026-07-08T23:46:42.881813,EV-CCE3105C,10.240.25.83,192.168.244.171,sqlservr.exe,Network Connection,Allowed,DEV-A7238B,EMP-8978,None,Informational
2026-07-11T15:34:42.881813,EV-B72B764A,10.240.69.9,192.168.114.169,svchost.exe,Registry Modify,Allowed,DEV-E453D3,EMP-5475,None,Informational
2026-07-06T09:42:42.881813,EV-17A37F58,10.240.242.18,192.168.33.73,chrome.exe,Network Connection,Allowed,DEV-A6C4CC,EMP-7205,None,Informational
2026-07-07T20:19:42.881813,EV-68BECBF0,10.240.116.184,192.168.159.133,wsmprovhost.exe,Privilege Escalation,Allowed,DEV-653892,EMP-8606,None,Informational
2026-07-06T07:12:42.881813,EV-4A33D38B,10.240.240.14,192.168.215.145,sqlservr.exe,File Write,Allowed,DEV-B72B55,EMP-6499,None,Informational
2026-07-11T06:38:42.881813,EV-8FA631D5,10.240.141.224,192.168.61.252,lsass.exe,Privilege Escalation,Detected,DEV-E7018A,EMP-2082,T1003 (Credential Dumping),High
2026-07-06T06:34:42.881813,EV-CEFB0D9E,10.240.240.114,192.168.79.52,cmd.exe,Registry Modify,Allowed,DEV-D992BD,EMP-8733,None,Informational
2026-07-11T15:06:42.881813,EV-AE370DE4,10.240.111.244,192.168.86.9,svchost.exe,Privilege Escalation,Allowed,DEV-5C16EC,EMP-9476,None,Informational
2026-07-11T16:26:42.881813,EV-1BCEC31F,10.240.226.15,192.168.24.42,sqlservr.exe,Network Connection,Allowed,DEV-19BF56,EMP-5978,None,Informational
2026-07-07T00:19:42.881813,EV-59F0B683,10.240.187.51,192.168.174.196,powershell.exe,Process Creation,Allowed,DEV-0EF849,EMP-6097,None,Informational
2026-07-07T21:13:42.881813,EV-3E6301AD,10.240.165.184,192.168.181.158,powershell.exe,Process Creation,Allowed,DEV-206ECE,EMP-7984,None,Informational
2026-07-06T10:44:42.881813,EV-9113F5A4,10.240.39.108,192.168.160.38,powershell.exe,Privilege Escalation,Allowed,DEV-23DC60,EMP-7799,None,Informational
2026-07-09T13:49:42.881813,EV-6E934857,10.240.44.140,192.168.68.247,chrome.exe,File Write,Allowed,DEV-77B89C,EMP-5497,None,Informational
2026-07-11T19:50:42.881813,EV-72F0D38B,10.240.237.47,192.168.7.51,cmd.exe,Network Connection,Allowed,DEV-80516D,EMP-8060,None,Informational
2026-07-05T19:56:42.881813,EV-527B0216,10.240.229.48,192.168.49.83,powershell.exe,Process Creation,Allowed,DEV-54E1C7,EMP-7002,None,Informational
2026-07-08T06:53:42.881813,EV-8494F3AF,10.240.100.236,192.168.40.2,lsass.exe,Registry Modify,Allowed,DEV-6350B1,EMP-4760,None,Informational
2026-07-05T20:34:42.881813,EV-B2DD7F72,10.240.206.53,192.168.240.44,sqlservr.exe,Registry Modify,Allowed,DEV-B5B7BA,EMP-2265,None,Informational
2026-07-06T00:24:42.881813,EV-4EBE72DF,10.240.191.28,192.168.70.66,sqlservr.exe,File Read,Detected,DEV-93DF19,EMP-9357,T1048 (Exfiltration Over Alternative Protocol),High
2026-07-11T09:24:42.881813,EV-5039510D,10.240.32.166,192.168.230.93,svchost.exe,Registry Modify,Allowed,DEV-985CA4,EMP-8104,None,Informational
2026-07-08T23:39:42.881813,EV-7C8DC7BE,10.240.232.137,192.168.191.6,wsmprovhost.exe,Privilege Escalation,Allowed,DEV-3D786D,EMP-9174,None,Informational
2026-07-10T19:02:42.881813,EV-ED8BBCCA,10.240.143.239,192.168.127.51,sqlservr.exe,Registry Modify,Allowed,DEV-FF73BB,EMP-3004,None,Informational
2026-07-10T00:13:42.881813,EV-238DC4CA,10.240.137.109,192.168.184.237,chrome.exe,Process Creation,Allowed,DEV-B36783,EMP-1146,None,Informational
2026-07-05T02:10:42.881813,EV-578EC022,10.240.123.161,192.168.45.172,svchost.exe,File Write,Allowed,DEV-CAFBE3,EMP-8887,None,Informational
2026-07-06T20:50:42.881813,EV-A3A16972,10.240.60.162,192.168.170.7,powershell.exe,Privilege Escalation,Allowed,DEV-FA1A67,EMP-1083,None,Informational
2026-07-11T15:07:42.881813,EV-A1AA44F0,10.240.179.156,192.168.11.47,svchost.exe,Registry Modify,Allowed,DEV-836346,EMP-6654,None,Informational
2026-07-09T08:33:42.881813,EV-837AF6AB,10.240.221.29,192.168.226.98,chrome.exe,Network Connection,Allowed,DEV-3E7B38,EMP-4167,None,Informational
2026-07-06T09:50:42.881813,EV-0B62A0F9,10.240.208.32,192.168.29.231,lsass.exe,Privilege Escalation,Allowed,DEV-BF6066,EMP-9897,None,Informational
2026-07-08T11:12:42.881813,EV-5AFAA1FE,10.240.125.185,192.168.124.137,svchost.exe,Registry Modify,Allowed,DEV-ACFB42,EMP-9386,None,Informational
2026-07-08T08:45:42.881813,EV-BDDBE419,10.240.201.191,192.168.32.13,lsass.exe,Process Creation,Allowed,DEV-C30334,EMP-3344,None,Informational
2026-07-09T06:46:42.881813,EV-C2C608A2,10.240.214.118,192.168.99.33,svchost.exe,Registry Modify,Allowed,DEV-8A07BA,EMP-9613,None,Informational
2026-07-11T15:47:42.881813,EV-062B5E92,10.240.24.164,192.168.180.13,svchost.exe,Network Connection,Allowed,DEV-EABD82,EMP-2323,None,Informational
2026-07-07T19:53:42.881813,EV-3B4D1FBC,10.240.158.216,192.168.117.202,lsass.exe,Privilege Escalation,Allowed,DEV-D8D6BC,EMP-5375,None,Informational
2026-07-09T00:07:42.881813,EV-06C93EAF,10.240.23.236,192.168.167.48,sqlservr.exe,Privilege Escalation,Allowed,DEV-758F0D,EMP-8893,None,Informational
2026-07-05T22:45:42.881813,EV-0A0B7265,10.240.216.29,192.168.44.201,powershell.exe,Registry Modify,Detected,DEV-A041E4,EMP-4335,T1059.001 (Command and Scripting Interpreter: PowerShell),High
