timestamp,tx_id,source_acc,dest_acc,amount,channel,location,device_id,is_fraud,risk_score
2026-07-06T02:35:42.866243,TX-7BC2698E,ACC-975725,ACC-382284,651561.83,RTGS,Hyderabad,DEV-B81053,0,25.69
2026-07-05T22:27:42.866243,TX-55BCB2B0,ACC-384088,ACC-317774,141053.75,RTGS,Delhi,DEV-BA1468,0,34.85
2026-07-05T14:39:42.866243,TX-7C18C27C,ACC-230475,ACC-430368,711571.2,UPI,New York,DEV-A65AFC,0,18.26
2026-07-11T05:21:42.866243,TX-89ED593B,ACC-170353,ACC-623292,128475.18,Internet Banking,Singapore,DEV-32F516,0,25.78
2026-07-11T20:03:42.866243,TX-03260B2D,ACC-940575,ACC-737892,20932.26,Mobile Banking,Bengaluru,DEV-C1734E,0,34.28
2026-07-05T10:02:42.866243,TX-4F958788,ACC-986655,ACC-714880,863121.37,Mobile Banking,Singapore,DEV-A276DE,0,19.81
2026-07-08T17:01:42.866243,TX-A7230664,ACC-990941,ACC-751983,514889.84,Internet Banking,London,DEV-A34A11,0,9.24
2026-07-07T01:19:42.866243,TX-18402AFB,ACC-822440,ACC-906086,754576.62,Mobile Banking,Kolkata,DEV-D6BD5D,0,26.32
2026-07-10T05:32:42.866243,TX-79C0CCF9,ACC-218932,ACC-500783,655944.33,UPI,Singapore,DEV-228C4B,0,33.56
2026-07-11T20:46:42.866243,TX-5C4FA46E,ACC-951420,ACC-154558,72094.5,UPI,Bengaluru,DEV-6190D1,0,33.8
2026-07-11T16:12:42.866243,TX-CEC04B6E,ACC-299810,ACC-685614,933487.5,Mobile Banking,London,DEV-AE9B45,0,26.17
2026-07-08T12:38:42.866243,TX-E9482C14,ACC-117515,ACC-590396,613272.04,ATM,Mumbai,DEV-FF3168,0,9.05
2026-07-08T18:07:42.866243,TX-5326DC41,ACC-697067,ACC-795546,438444.62,IMPS,New York,DEV-D85A69,0,27.85
2026-07-06T02:05:42.866243,TX-947B0EBB,ACC-934881,ACC-585686,879193.02,ATM,Pune,DEV-0BCD98,0,15.91
2026-07-07T20:40:42.866243,TX-889F2AF6,ACC-302260,ACC-824832,259600.49,ATM,Bengaluru,DEV-8D3CB0,0,19.43
2026-07-11T00:48:42.866243,TX-862690AB,ACC-592682,ACC-296422,342358.06,UPI,Kolkata,DEV-386D46,0,16.06
2026-07-10T07:34:42.866243,TX-2A5F0E22,ACC-189752,ACC-831073,319646.63,Credit Card,Bengaluru,DEV-4F6B1D,0,7.68
2026-07-06T10:20:42.866243,TX-F790F9DD,ACC-835497,ACC-747360,178002.99,IMPS,Bengaluru,DEV-4080D8,0,26.23
2026-07-11T22:00:42.866243,TX-880076FC,ACC-261949,ACC-739006,784899.58,Mobile Banking,Mumbai,DEV-9FA2BD,0,5.82
2026-07-07T02:40:42.866243,TX-4B747807,ACC-336515,ACC-318272,280427.83,RTGS,London,DEV-FE14E0,0,34.53
2026-07-10T20:22:42.866243,TX-96F5C7CC,ACC-651782,ACC-228886,925643.73,Internet Banking,Singapore,DEV-FD3DC6,0,14.73
2026-07-07T14:20:42.866243,TX-94BE1CAB,ACC-971962,ACC-796756,131604.79,IMPS,Singapore,DEV-743971,0,9.1
2026-07-10T16:06:42.866243,TX-3E0A0521,ACC-528309,ACC-881412,665200.46,Internet Banking,London,DEV-500B27,0,13.73
2026-07-09T01:12:42.866243,TX-7F95CD38,ACC-831402,ACC-455639,786933.89,ATM,Delhi,DEV-26A939,0,26.24
2026-07-07T05:47:42.866243,TX-BD8ECE89,ACC-667223,ACC-955754,975077.13,RTGS,Bengaluru,DEV-588766,0,34.57
2026-07-10T17:48:42.866243,TX-DCA24DE8,ACC-634766,ACC-842539,141923.76,Credit Card,Pune,DEV-2F0711,0,26.24
2026-07-08T10:25:42.866243,TX-A35D0C52,ACC-526024,ACC-461993,9435.24,NEFT,Mumbai,DEV-C53B48,0,23.74
2026-07-08T09:37:42.866243,TX-E693798F,ACC-181366,ACC-212800,672022.53,Internet Banking,Singapore,DEV-767AA6,0,77.4
2026-07-08T20:11:42.866243,TX-638A7302,ACC-678459,ACC-493850,706723.98,RTGS,Pune,DEV-F59F85,0,30.67
2026-07-05T23:54:42.866243,TX-2DAC1F8C,ACC-917582,ACC-917165,629496.98,NEFT,London,DEV-41A4B2,0,29.78
2026-07-06T08:19:42.866243,TX-343D99AD,ACC-443479,ACC-817417,786883.99,UPI,Pune,DEV-20167D,0,33.76
2026-07-11T04:35:42.866243,TX-A387C391,ACC-834768,ACC-958615,434538.64,NEFT,Pune,DEV-D93A44,0,18.95
2026-07-10T18:48:42.866243,TX-BD4018E8,ACC-819319,ACC-353574,819074.56,UPI,Hyderabad,DEV-E52D62,0,12.93
2026-07-11T07:10:42.866243,TX-D8D40783,ACC-994600,ACC-192587,689532.12,Internet Banking,Bengaluru,DEV-9F889C,0,13.84
2026-07-09T08:33:42.866243,TX-56BFF866,ACC-639507,ACC-984903,778419.72,IMPS,London,DEV-31042B,0,30.34
2026-07-06T03:05:42.866243,TX-92EAB4F4,ACC-614136,ACC-678794,761582.39,Mobile Banking,Pune,DEV-F24C4F,0,18.66
2026-07-05T04:48:42.866243,TX-95DDED8D,ACC-543157,ACC-870928,959204.39,IMPS,Bengaluru,DEV-5A6DDF,0,23.8
2026-07-07T12:41:42.866243,TX-D2BAD37F,ACC-249996,ACC-847682,624092.71,Mobile Banking,Kolkata,DEV-CB9320,0,34.74
2026-07-08T04:11:42.866243,TX-95C2604B,ACC-124431,ACC-527567,507278.17,Mobile Banking,London,DEV-55D5A9,0,19.67
2026-07-09T16:57:42.866243,TX-803BAE89,ACC-473861,ACC-240499,88476.74,IMPS,London,DEV-8E1832,0,22.33
2026-07-11T06:00:42.866243,TX-59B2EA3D,ACC-363894,ACC-535973,99747.57,IMPS,Delhi,DEV-BD24E4,0,10.62
2026-07-10T17:02:42.866243,TX-23EC2568,ACC-131688,ACC-656241,473949.24,NEFT,Kolkata,DEV-8E7BD8,0,33.86
2026-07-09T04:37:42.866243,TX-DB36EC31,ACC-402540,ACC-254137,768653.48,NEFT,Bengaluru,DEV-E0D1B5,0,15.96
2026-07-11T20:14:42.866243,TX-3ED35BEE,ACC-134446,ACC-376774,837686.67,NEFT,Mumbai,DEV-5B4601,0,14.51
2026-07-07T08:14:42.866243,TX-BB4003BB,ACC-600899,ACC-177016,620275.77,Internet Banking,London,DEV-4FF1F9,0,20.29
2026-07-06T15:51:42.866243,TX-E06C42DE,ACC-833859,ACC-750179,158052.39,UPI,Pune,DEV-DA3B59,0,33.34
2026-07-06T19:46:42.866243,TX-FFF2E5D0,ACC-818812,ACC-581541,42866.12,Mobile Banking,Kolkata,DEV-DFDE7C,0,25.21
2026-07-11T18:26:42.866243,TX-69BF0D3A,ACC-526412,ACC-485580,256079.13,ATM,Singapore,DEV-1F5402,0,32.37
2026-07-06T12:00:42.866243,TX-CC938DE8,ACC-890539,ACC-158873,276448.62,UPI,Hyderabad,DEV-7FAC4F,0,22.86
2026-07-08T03:59:42.866243,TX-E87F4FCE,ACC-997522,ACC-758983,232065.47,ATM,Hyderabad,DEV-E8D411,0,9.74
2026-07-06T14:26:42.866243,TX-35E90754,ACC-582714,ACC-100740,149834.78,IMPS,Bengaluru,DEV-5B60CB,0,11.53
2026-07-11T00:26:42.866243,TX-C86C721C,ACC-235775,ACC-115636,955783.21,ATM,Mumbai,DEV-2C3B5E,0,16.18
2026-07-08T14:06:42.866243,TX-42973C9A,ACC-819653,ACC-552464,39712.29,Mobile Banking,Singapore,DEV-5FBA5C,0,21.4
2026-07-07T23:11:42.866243,TX-011F25C7,ACC-671816,ACC-581641,146761.62,UPI,Kolkata,DEV-46C494,0,27.62
2026-07-05T23:58:42.866243,TX-49F51D23,ACC-971733,ACC-753797,453243.94,RTGS,Bengaluru,DEV-62FBD9,0,8.99
2026-07-06T19:56:42.866243,TX-E2B55C37,ACC-372840,ACC-221810,819221.72,RTGS,New York,DEV-F734EE,0,6.32
2026-07-08T11:30:42.866243,TX-068A6044,ACC-109437,ACC-695703,521482.74,ATM,New York,DEV-6F9EA3,0,17.18
2026-07-11T10:09:42.866243,TX-4AA7F22F,ACC-203998,ACC-839109,456657.96,Internet Banking,Mumbai,DEV-514378,0,5.44
2026-07-06T14:47:42.866243,TX-A9EE6CB1,ACC-745995,ACC-332267,27246.68,UPI,Kolkata,DEV-0E4C91,0,22.43
2026-07-06T19:28:42.866243,TX-DD6C85FE,ACC-883485,ACC-208990,183828.73,Credit Card,Bengaluru,DEV-07C9F6,0,26.81
2026-07-11T19:39:42.866243,TX-841B45EE,ACC-110056,ACC-329485,796246.77,ATM,London,DEV-EF7FA4,0,27.5
2026-07-09T15:02:42.866243,TX-3F45AC5E,ACC-587213,ACC-338734,964.73,IMPS,Mumbai,DEV-6502DD,0,5.23
2026-07-08T19:22:42.866243,TX-852032A4,ACC-715401,ACC-939813,38893.56,Credit Card,New York,DEV-599F01,0,18.43
2026-07-08T17:28:42.866243,TX-A6DCF2E8,ACC-872628,ACC-996345,80200.1,Internet Banking,Mumbai,DEV-E511DD,0,30.07
2026-07-08T14:31:42.866243,TX-90955264,ACC-331658,ACC-268871,525012.89,Mobile Banking,Kolkata,DEV-255EA6,0,17.51
2026-07-08T05:10:42.866243,TX-931A739C,ACC-115111,ACC-324142,571933.11,ATM,Bengaluru,DEV-7C3156,0,34.98
2026-07-05T09:33:42.866243,TX-0EDDCE49,ACC-213130,ACC-948143,431291.45,Internet Banking,Pune,DEV-43BEE4,0,24.22
2026-07-07T09:56:42.866243,TX-70DD4BCC,ACC-666409,ACC-407772,868189.02,UPI,Mumbai,DEV-F0162E,0,15.17
2026-07-05T04:57:42.866243,TX-4F43948C,ACC-669007,ACC-503648,107064.61,Internet Banking,Hyderabad,DEV-0A494E,0,32.73
2026-07-08T21:09:42.866243,TX-A365EC05,ACC-622866,ACC-802744,269387.44,Credit Card,Bengaluru,DEV-9EEF0B,0,5.21
2026-07-09T04:54:42.866243,TX-4BC093F0,ACC-394571,ACC-340401,80473.11,ATM,Mumbai,DEV-D3360A,0,7.3
2026-07-09T04:17:42.866243,TX-A2EFF5F5,ACC-944175,ACC-687258,345796.22,Credit Card,Pune,DEV-29025C,0,28.58
2026-07-09T19:43:42.866243,TX-2EC75420,ACC-316445,ACC-830565,897518.53,NEFT,Hyderabad,DEV-3E218C,1,82.95
2026-07-05T15:08:42.866243,TX-3BC3E1AD,ACC-630675,ACC-494545,91995.01,ATM,Pune,DEV-D0DC4E,0,14.05
2026-07-05T08:13:42.866243,TX-617EA4F7,ACC-299625,ACC-240249,695365.84,RTGS,Hyderabad,DEV-C7B8E9,0,22.93
2026-07-11T12:04:42.866243,TX-58DA0783,ACC-281814,ACC-908943,613340.19,ATM,Delhi,DEV-F316E5,0,32.53
2026-07-09T06:26:42.866243,TX-D20EB6BD,ACC-933415,ACC-299314,375120.08,Mobile Banking,Hyderabad,DEV-787507,0,21.42
2026-07-07T15:53:42.866243,TX-532E17BE,ACC-577818,ACC-212877,289498.61,Credit Card,Delhi,DEV-16EA06,0,22.99
2026-07-09T19:04:42.866243,TX-458F1111,ACC-908286,ACC-700815,232275.32,ATM,Delhi,DEV-C33FD4,0,30.78
2026-07-07T16:54:42.866243,TX-B7733B4E,ACC-973323,ACC-135681,652462.23,UPI,Bengaluru,DEV-A9CE7E,0,6.93
2026-07-06T19:16:42.866243,TX-C0915FA7,ACC-546515,ACC-254893,244664.92,ATM,Pune,DEV-CF4D80,0,33.98
2026-07-09T18:19:42.866243,TX-64465AE0,ACC-738834,ACC-394194,60200.31,RTGS,Pune,DEV-4A76DC,0,22.29
2026-07-11T20:48:42.866243,TX-91CAABEB,ACC-927976,ACC-530857,350633.59,NEFT,Hyderabad,DEV-C66E21,0,26.03
2026-07-06T07:41:42.866243,TX-2208EC2C,ACC-823597,ACC-948600,806009.48,UPI,Mumbai,DEV-E0D193,0,30.1
2026-07-06T16:03:42.866243,TX-B7D15265,ACC-678278,ACC-493405,772439.84,NEFT,New York,DEV-539147,0,9.24
2026-07-11T04:10:42.866243,TX-BE447D93,ACC-577277,ACC-952139,109507.31,IMPS,London,DEV-A0BE9F,0,24.95
2026-07-07T20:41:42.866243,TX-4A6AF43D,ACC-236861,ACC-862385,861048.69,Credit Card,Delhi,DEV-AE8E7D,0,13.43
2026-07-07T19:39:42.866243,TX-1E64095F,ACC-742249,ACC-685832,794059.62,ATM,Mumbai,DEV-D961AC,0,8.94
2026-07-07T00:46:42.866243,TX-8938DAF9,ACC-718482,ACC-687652,283865.37,IMPS,Pune,DEV-74C83E,0,23.52
2026-07-05T19:12:42.866243,TX-E09BD229,ACC-715300,ACC-142985,329753.26,Mobile Banking,Kolkata,DEV-C68AB0,0,29.91
2026-07-09T23:59:42.866243,TX-73211F07,ACC-504557,ACC-681694,66749.61,NEFT,Hyderabad,DEV-46F2BD,0,8.96
2026-07-07T21:22:42.866243,TX-915CFEC5,ACC-518450,ACC-947660,746205.96,ATM,Singapore,DEV-F14291,0,8.84
2026-07-10T17:23:42.866243,TX-98456CBE,ACC-378735,ACC-558347,99391.46,Credit Card,Kolkata,DEV-53BAE3,0,26.3
2026-07-09T18:50:42.866243,TX-5AF16A13,ACC-838355,ACC-969928,111242.66,RTGS,Bengaluru,DEV-0CD827,0,11.12
2026-07-10T08:20:42.866243,TX-D05C6AE1,ACC-358931,ACC-827921,602403.32,UPI,Hyderabad,DEV-E3F582,0,5.7
2026-07-09T13:19:42.866243,TX-EBF3877F,ACC-953215,ACC-651573,686925.93,Credit Card,Singapore,DEV-DA1C79,0,10.61
2026-07-08T06:34:42.866243,TX-13BA18F6,ACC-900313,ACC-839403,309058.98,RTGS,New York,DEV-42BF73,0,24.8
2026-07-05T00:12:42.866243,TX-DF8840B6,ACC-169144,ACC-810591,886486.14,NEFT,London,DEV-972722,1,86.89
2026-07-11T04:40:42.866243,TX-520FF047,ACC-641328,ACC-466284,542144.32,Internet Banking,Kolkata,DEV-C190FD,0,27.55
2026-07-05T17:30:42.866243,TX-E52AF158,ACC-764851,ACC-623265,705602.1,IMPS,New York,DEV-4C4CB0,0,24.16
2026-07-10T06:34:42.866243,TX-50B226D1,ACC-470583,ACC-272836,141383.08,RTGS,Bengaluru,DEV-672F87,0,10.16
2026-07-11T03:20:42.866243,TX-5F10D9D2,ACC-739737,ACC-313425,746561.89,IMPS,Kolkata,DEV-E295C0,0,7.58
2026-07-06T03:12:42.866243,TX-DED4C541,ACC-784271,ACC-802738,503256.04,RTGS,Pune,DEV-8205E9,0,25.4
2026-07-08T22:11:42.866243,TX-88239AC4,ACC-350855,ACC-461155,404513.29,RTGS,Kolkata,DEV-95D0BA,0,19.57
2026-07-06T22:56:42.866243,TX-B1DA1ED9,ACC-173478,ACC-594976,661485.53,NEFT,Singapore,DEV-490F2C,0,16.18
2026-07-11T02:54:42.866243,TX-D7364616,ACC-126374,ACC-380859,466301.61,ATM,Singapore,DEV-8B80E0,0,6.96
2026-07-11T21:33:42.866243,TX-F2C06B44,ACC-529419,ACC-703037,347095.64,ATM,Delhi,DEV-22A6F8,0,7.81
2026-07-10T17:56:42.866243,TX-8521C4B0,ACC-378125,ACC-591520,981610.59,ATM,Delhi,DEV-8AFD7F,1,83.84
2026-07-06T11:06:42.866243,TX-91BD266F,ACC-952795,ACC-838158,222056.12,UPI,New York,DEV-B8C4C6,0,5.87
2026-07-07T21:08:42.866243,TX-24450B3C,ACC-159712,ACC-450064,507148.39,Credit Card,Bengaluru,DEV-174ED3,0,22.12
2026-07-07T05:48:42.866243,TX-7ACBCA1A,ACC-440048,ACC-746969,855992.74,Mobile Banking,Pune,DEV-B613B2,0,11.34
2026-07-11T18:37:42.866243,TX-F9C7FED4,ACC-747315,ACC-201666,423878.02,Mobile Banking,London,DEV-F0AD1C,0,34.37
2026-07-05T00:48:42.866243,TX-250CC3D0,ACC-639195,ACC-610400,202929.79,Mobile Banking,Hyderabad,DEV-6D3984,0,15.34
2026-07-11T15:37:42.866243,TX-093FE696,ACC-124265,ACC-283544,746237.74,IMPS,New York,DEV-EA962E,0,34.68
2026-07-07T11:05:42.866243,TX-DB0D6791,ACC-882687,ACC-108950,744508.99,Credit Card,Mumbai,DEV-670AF0,0,16.23
2026-07-07T22:08:42.866243,TX-5F0DA9C8,ACC-152634,ACC-875649,251607.14,Internet Banking,Singapore,DEV-BD347D,0,28.52
2026-07-08T01:11:42.866243,TX-925BBD82,ACC-418061,ACC-909143,360355.26,RTGS,Hyderabad,DEV-0AD2D1,0,23.63
2026-07-05T14:51:42.866243,TX-0A086876,ACC-370451,ACC-654732,745212.15,IMPS,New York,DEV-C2207D,0,31.29
2026-07-07T02:00:42.866243,TX-DC54B26A,ACC-887482,ACC-527634,869700.87,Mobile Banking,Kolkata,DEV-24F8C0,0,7.52
2026-07-06T17:20:42.866243,TX-E063C3FF,ACC-807049,ACC-846172,94998.57,Credit Card,Kolkata,DEV-72917B,0,25.78
2026-07-06T02:26:42.866243,TX-07F95184,ACC-350130,ACC-493437,675302.18,Credit Card,Pune,DEV-62E9F3,0,31.68
2026-07-10T06:59:42.866243,TX-47466FEC,ACC-425856,ACC-998874,997678.31,Mobile Banking,Pune,DEV-1FADB5,0,13.17
2026-07-11T11:55:42.866243,TX-20CB0F9C,ACC-251590,ACC-238941,49212.82,Mobile Banking,Mumbai,DEV-E63D61,0,11.92
2026-07-09T17:22:42.866243,TX-12FDC2A1,ACC-758412,ACC-761409,29472.75,Internet Banking,New York,DEV-06BBAE,0,18.74
2026-07-11T13:24:42.866243,TX-CFCAD6C6,ACC-357557,ACC-938798,589521.08,Credit Card,Kolkata,DEV-E0A9D0,0,30.55
2026-07-11T09:21:42.866243,TX-5862E586,ACC-905910,ACC-738179,593864.87,RTGS,Bengaluru,DEV-306B36,0,20.15
2026-07-05T20:18:42.866243,TX-AD00314A,ACC-199761,ACC-476588,551102.6,Internet Banking,Mumbai,DEV-F09A11,0,17.92
2026-07-10T12:04:42.866243,TX-116372FE,ACC-850108,ACC-283682,148888.0,Credit Card,Singapore,DEV-304793,0,32.33
2026-07-09T21:53:42.866243,TX-9ABBF669,ACC-732072,ACC-948415,701518.31,Internet Banking,Pune,DEV-63CFD1,0,28.98
2026-07-09T20:16:42.866243,TX-7E18A43F,ACC-162274,ACC-443071,25893.85,IMPS,Hyderabad,DEV-C07E79,0,27.11
2026-07-08T18:44:42.866243,TX-89A8F669,ACC-535808,ACC-741713,373513.24,Credit Card,New York,DEV-7B3D19,0,22.2
2026-07-11T06:20:42.866243,TX-64C5CCCE,ACC-698961,ACC-901671,538175.61,NEFT,Singapore,DEV-06791D,0,22.32
2026-07-09T05:37:42.866243,TX-32CDD7E2,ACC-364435,ACC-268555,53117.68,UPI,Bengaluru,DEV-DD1DE1,0,22.05
2026-07-09T07:53:42.866243,TX-6D7C5A44,ACC-107655,ACC-164679,449572.67,IMPS,Singapore,DEV-BB70C6,0,13.5
2026-07-07T12:38:42.866243,TX-5229FB07,ACC-823344,ACC-356999,856328.67,Credit Card,Delhi,DEV-C7A1A2,0,5.78
2026-07-11T14:29:42.866243,TX-5D90A9B2,ACC-283201,ACC-667418,513577.13,Credit Card,Pune,DEV-AC9071,0,18.78
2026-07-08T10:31:42.866243,TX-59430846,ACC-949646,ACC-804589,336521.15,Internet Banking,Pune,DEV-97E483,0,5.14
2026-07-10T12:39:42.866243,TX-ECF2F0FD,ACC-277501,ACC-855657,74794.52,RTGS,Bengaluru,DEV-49E89D,0,14.22
2026-07-06T16:34:42.866243,TX-436B086D,ACC-728653,ACC-634709,446109.51,ATM,Kolkata,DEV-224948,0,29.12
2026-07-08T19:52:42.866243,TX-367038FE,ACC-409245,ACC-789800,251677.49,Credit Card,Delhi,DEV-76EA05,0,7.35
2026-07-07T09:07:42.866243,TX-03159B77,ACC-437979,ACC-995514,912220.83,Internet Banking,New York,DEV-4F9291,0,60.8
2026-07-07T03:03:42.866243,TX-FE4054E3,ACC-505157,ACC-792539,2394.4,IMPS,Mumbai,DEV-F83119,0,9.89
2026-07-06T13:25:42.866243,TX-B94D6DAE,ACC-103271,ACC-236507,25825.86,NEFT,Hyderabad,DEV-D05E1A,0,17.58
2026-07-07T18:30:42.866243,TX-0FD90E8B,ACC-987519,ACC-414673,386874.98,UPI,Mumbai,DEV-185295,0,10.38
2026-07-05T04:13:42.866243,TX-A9C3C751,ACC-364719,ACC-655203,710181.52,NEFT,Kolkata,DEV-E44C2D,0,31.55
2026-07-07T23:36:42.866243,TX-530F9681,ACC-790356,ACC-232985,149259.23,Internet Banking,Pune,DEV-AFD570,0,23.12
2026-07-10T05:28:42.866243,TX-58D70040,ACC-372316,ACC-635509,556630.47,IMPS,Mumbai,DEV-F26EBC,0,33.5
2026-07-08T11:35:42.866243,TX-9A4FB761,ACC-279195,ACC-154087,864713.6,Mobile Banking,Singapore,DEV-6410B2,0,22.88
2026-07-07T09:16:42.866243,TX-33456BE6,ACC-554034,ACC-894643,698567.15,NEFT,Singapore,DEV-36EF76,0,13.74
2026-07-11T21:40:42.866243,TX-8B336ED0,ACC-723368,ACC-285230,218555.42,UPI,New York,DEV-85DEF4,0,6.48
2026-07-07T08:30:42.866243,TX-BC770023,ACC-697893,ACC-683149,767577.0,IMPS,Hyderabad,DEV-E6F0DB,0,17.27
2026-07-07T10:15:42.866243,TX-44AF9CA5,ACC-477062,ACC-346128,735554.7,RTGS,Mumbai,DEV-5CB23F,0,7.54
2026-07-09T05:06:42.866243,TX-69E412D2,ACC-344692,ACC-825891,33345.09,Credit Card,Kolkata,DEV-F6F67F,0,19.01
2026-07-11T06:52:42.866243,TX-EC57359E,ACC-856228,ACC-562065,487977.89,Credit Card,Bengaluru,DEV-2C2235,0,23.28
2026-07-08T09:56:42.866243,TX-A396EF15,ACC-811674,ACC-143261,487290.0,ATM,Bengaluru,DEV-870717,0,7.52
2026-07-09T11:25:42.866243,TX-DB184D43,ACC-300019,ACC-690825,558685.67,RTGS,Hyderabad,DEV-B43D3D,0,15.73
2026-07-10T08:28:42.866243,TX-A265D043,ACC-560960,ACC-649845,135248.93,IMPS,Hyderabad,DEV-C014C2,0,33.46
2026-07-08T03:52:42.866243,TX-007044BD,ACC-151814,ACC-847851,13751.39,UPI,New York,DEV-6AEEE3,0,10.64
2026-07-08T06:08:42.866243,TX-DC674727,ACC-493655,ACC-791719,592271.07,Credit Card,Pune,DEV-7CBD91,0,14.59
2026-07-11T18:56:42.866243,TX-8280F2A2,ACC-641068,ACC-487511,729511.04,Credit Card,Delhi,DEV-0358C1,0,6.78
2026-07-07T08:15:42.866243,TX-5EC8C549,ACC-240790,ACC-593923,489914.35,NEFT,Delhi,DEV-F77100,0,33.9
2026-07-11T08:23:42.866243,TX-732D2E13,ACC-196010,ACC-791022,293361.73,NEFT,Delhi,DEV-5D3806,0,20.86
2026-07-05T11:10:42.866243,TX-B48883C5,ACC-828647,ACC-721466,634798.59,IMPS,Singapore,DEV-567D1D,0,30.62
2026-07-05T20:47:42.866243,TX-1DB673A5,ACC-314491,ACC-672980,714968.79,IMPS,Hyderabad,DEV-8ED5B4,0,22.62
2026-07-11T15:05:42.866243,TX-EA6785CC,ACC-391282,ACC-946869,765792.39,Internet Banking,London,DEV-310CDA,0,33.36
2026-07-08T00:21:42.866243,TX-0817E9DB,ACC-886878,ACC-315025,773980.61,Credit Card,Singapore,DEV-6BFF5E,0,6.72
2026-07-08T14:02:42.866243,TX-D4FABE98,ACC-658370,ACC-680663,880400.04,IMPS,Pune,DEV-7D3E2C,0,25.46
2026-07-11T13:34:42.866243,TX-7C65939D,ACC-190128,ACC-368815,504586.46,Mobile Banking,Mumbai,DEV-45236F,0,14.64
2026-07-11T14:47:42.866243,TX-1C7AD656,ACC-382143,ACC-989977,35581.42,IMPS,New York,DEV-4C0A97,0,13.14
2026-07-09T04:00:42.866243,TX-8972B891,ACC-835717,ACC-957182,59157.76,RTGS,New York,DEV-5AA729,0,27.78
2026-07-07T14:16:42.866243,TX-3DDF7B91,ACC-771102,ACC-606669,922004.49,IMPS,Kolkata,DEV-1E4EB2,0,26.13
2026-07-09T19:01:42.866243,TX-D33338E7,ACC-875713,ACC-104808,479380.79,UPI,Bengaluru,DEV-2523A1,0,9.44
2026-07-11T21:39:42.866243,TX-AC0C97DE,ACC-911408,ACC-953303,106125.79,Mobile Banking,Bengaluru,DEV-B32B6F,0,22.65
2026-07-07T09:40:42.866243,TX-586E5E4A,ACC-174250,ACC-233405,715128.09,Credit Card,Mumbai,DEV-2E5BE7,0,26.94
2026-07-07T18:11:42.866243,TX-5C28CE7E,ACC-715400,ACC-756920,216326.96,ATM,New York,DEV-526A4D,0,21.25
2026-07-11T19:58:42.866243,TX-20E0A128,ACC-853669,ACC-794363,317482.31,ATM,Delhi,DEV-3EBACE,0,18.89
2026-07-05T04:32:42.866243,TX-E1C864B9,ACC-994454,ACC-418438,932789.67,UPI,New York,DEV-5BF9DC,0,34.07
2026-07-07T23:32:42.866243,TX-E45B412D,ACC-306782,ACC-775147,344221.85,Credit Card,Bengaluru,DEV-EC6F81,0,17.24
2026-07-08T18:36:42.866243,TX-44CBBF13,ACC-501230,ACC-600485,368275.61,Credit Card,Mumbai,DEV-E9F5AA,0,32.09
2026-07-10T16:14:42.866243,TX-0F2A04C5,ACC-644011,ACC-639785,354286.15,Credit Card,Pune,DEV-D669ED,0,26.3
2026-07-08T19:42:42.866243,TX-74D16155,ACC-672647,ACC-252882,466690.7,NEFT,Bengaluru,DEV-D3AFB3,0,13.31
2026-07-05T10:51:42.866243,TX-DA1D716B,ACC-735547,ACC-208825,755770.67,NEFT,Singapore,DEV-FE847D,0,28.99
2026-07-10T02:51:42.866243,TX-CCC80079,ACC-757950,ACC-351084,895757.8,IMPS,Singapore,DEV-45733C,0,10.53
2026-07-10T15:47:42.866243,TX-04433FF9,ACC-759692,ACC-469876,645411.94,ATM,Delhi,DEV-3CFA3D,0,10.72
2026-07-05T14:43:42.866243,TX-467BA17D,ACC-513757,ACC-422622,544949.01,Mobile Banking,Mumbai,DEV-7CD4C5,0,21.66
2026-07-10T12:49:42.866243,TX-AACB4BFE,ACC-171603,ACC-211508,218809.69,RTGS,Bengaluru,DEV-A2DEC4,0,16.34
2026-07-06T20:23:42.866243,TX-AA3BA8BE,ACC-589368,ACC-132548,296162.16,IMPS,Bengaluru,DEV-E2E2B1,0,19.39
2026-07-09T14:11:42.866243,TX-1F5FA04D,ACC-684219,ACC-803169,819294.05,Credit Card,Delhi,DEV-55FE26,0,27.45
2026-07-06T12:30:42.866243,TX-0A19D72A,ACC-149989,ACC-711546,252763.98,RTGS,Delhi,DEV-B12E5D,0,24.84
2026-07-09T12:39:42.866243,TX-01123FF7,ACC-295652,ACC-471630,356724.92,ATM,Delhi,DEV-8BDC22,0,7.71
2026-07-11T11:34:42.866243,TX-60ED7D6F,ACC-906053,ACC-425519,784924.66,UPI,Bengaluru,DEV-A6724E,0,10.05
2026-07-11T08:10:42.866243,TX-BB2FF5AE,ACC-779290,ACC-167925,687849.74,IMPS,Kolkata,DEV-84D864,0,17.94
2026-07-05T14:24:42.866243,TX-181CEFAF,ACC-731695,ACC-567310,229613.42,UPI,Kolkata,DEV-534692,0,6.81
2026-07-06T15:57:42.866243,TX-4BDD11B6,ACC-650447,ACC-507215,59863.5,Credit Card,Hyderabad,DEV-E0C13C,0,27.24
2026-07-10T17:57:42.866243,TX-2CF223CC,ACC-517870,ACC-366064,471193.54,NEFT,Bengaluru,DEV-A3E0E9,0,31.12
2026-07-09T20:11:42.866243,TX-1EC3DFDD,ACC-154404,ACC-526067,158571.5,UPI,Delhi,DEV-E1F68B,0,8.73
